Unit name,Zone,Country,name,Status,Operator,Construction's begin,Commissioning Year,Decommissioning Year,Category,Energy 1,Energy 2,Energy 3,Technology,Sub Energy 1,Sub Energy 2,Sub Energy 3,Sub-techno.,CHP,CCS,Barge,Desalination,capacity,Energy Capacity (MWh),Discharge duration (hours),Last Update,Comment,City,lat,long,CAPEX (USDm),Date of financing,Production 2007 (GWh),Production 2008 (GWh),Production 2009 (GWh),Production 2010 (GWh),Production 2011 (GWh),Production 2012 (GWh),Production 2013 (GWh),Production 2014 (GWh),Production 2015 (GWh),Production 2016 (GWh),Production 2017 (GWh),Production 2018 (GWh),Production 2019 (GWh),Production 2020 (GWh),Load factor 2007 (%),Load factor 2008 (%),Load factor 2009 (%),Load factor 2010 (%),Load factor 2011 (%),Load factor 2012 (%),Load factor 2013 (%),Load factor 2014 (%),Load factor 2015 (%),Load factor 2016 (%),Load factor 2017 (%),Load factor 2018 (%),Load factor 2019 (%),Load factor 2020 (%),cluster
Westermarsch,Europe,Germany,Westermarsch,Operational,,,,,Renewables,Wind,,,On-shore,,,,,,,,,0.5,,,20/09/2021,,Norden,53.595052,7.20789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16
Gross Ippener,Europe,Germany,Gross Ippener,Operational,,,,,Renewables,Wind,,,On-shore,,,,,,,,,10.0,,,20/09/2021,,Gross Ippener,52.95792,8.620963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25
Altefeld,Europe,Germany,Altefeld,Operational,,,,,Renewables,Wind,,,On-shore,,,,,,,,,1.0,,,20/09/2021,,Altenbeken,51.762156,8.941755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46
Prinzhöfte,Europe,Germany,Prinzhöfte,Operational,,,2005.0,,Renewables,Wind,,,On-shore,,,,,,,,,12.0,,,20/09/2021,,Prinzhöfte,52.95443,8.568306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25
Gevensleben - I,Europe,Germany,Gevensleben - I,Operational,,,,,Renewables,Wind,,,On-shore,,,,,,,,,2.0,,,20/09/2021,,Gevensleben,52.075866,10.82222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
Büttel - I,Europe,Germany,Büttel - I,Operational,WKN,,1995.0,,Renewables,Wind,,,On-shore,,,,,,,,,6.2,,,20/09/2021,,Büttel,53.9001497,9.2278002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26
Wöhrden I,Europe,Germany,Wöhrden I,Operational,WKN,,1999.0,,Renewables,Wind,,,On-shore,,,,,,,,,14.3,,,20/09/2021,,Wöhrden,54.165851,8.997974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26
Rantrum,Europe,Germany,Rantrum,Operational,WKN,,1998.0,,Renewables,Wind,,,On-shore,,,,,,,,,15.9,,,20/09/2021,,Rantrum,54.4398984,9.1285961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
Schönberg - I,Europe,Germany,Schönberg,Operational,WKN,,1998.0,,Renewables,Wind,,,On-shore,,,,,,,,,4.8,,,20/09/2021,,Diepholz,52.7403234,8.7672954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25
Sörup WPP,Europe,Germany,Sörup WPP,Operational,WKN,,1999.0,,Renewables,Wind,,,On-shore,,,,,,,,,5.2,,,20/09/2021,,Cuxhaven,53.861701,8.694068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26
Puls,Europe,Germany,Puls,Operational,WKN,,1999.0,,Renewables,Wind,,,On-shore,,,,,,,,,13.2,,,20/09/2021,,Puls,54.081901,9.518623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33
Huje,Europe,Germany,Huje,Operational,WKN,,2000.0,,Renewables,Wind,,,On-shore,,,,,,,,,21.5,,,20/09/2021,,Huje,52.200278,9.91809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27
Klein Rodensleben,Europe,Germany,Klein Rodensleben,Operational,WKN,,2000.0,,Renewables,Wind,,,On-shore,,,,,,,,,4.95,,,20/09/2021,,Mansfeld,54.495032,9.080511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
Zitz-Warchau,Europe,Germany,Zitz-Warchau,Operational,WKN,,2002.0,,Renewables,Wind,,,On-shore,,,,,,,,,30.0,,,20/09/2021,,Warchau,52.3333333,12.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17
Krempdorf,Europe,Germany,Krempdorf,Operational,WKN,,2003.0,,Renewables,Wind,,,On-shore,,,,,,,,,17.8,,,20/09/2021,,Krempdorf,53.827453,9.4668535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33
Schönberg - III,Europe,Germany,Schönberg,Operational,WKN,,2004.0,,Renewables,Wind,,,On-shore,,,,,,,,,2.0,,,20/09/2021,,Diepholz,52.7403234,8.7672954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25
Schönhagen,Europe,Germany,Schönhagen,Operational,Difko Schönhagen,,2004.0,,Renewables,Wind,,,On-shore,,,,,,,,,20.0,,,20/09/2021,,Schönhagen,51.3403317,10.0198463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49
Gerdshagen-Rapshagen,Europe,Germany,Gerdshagen-Rapshagen,Operational,Windpark K/S Difko Gerdshagen / Dänemark,,2005.0,,Renewables,Wind,,,On-shore,,,,,,,,,14.0,,,20/09/2021,,Gerdshagen,53.2450331,12.1982435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
Freyenstein,Europe,Germany,Freyenstein,Operational,WP Halenbeck GmbH & Co. KG,,2006.0,,Renewables,Wind,,,On-shore,,,,,,,,,16.0,,,20/09/2021,,Freyenstein,53.165205,12.485947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
Halenbeck,Europe,Germany,Halenbeck,Operational,WP Halenbeck,,2006.0,,Renewables,Wind,,,On-shore,,,,,,,,,18.0,,,20/09/2021,,Halenbeck,53.25,12.3166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
Karstädt-1,Europe,Germany,Karstädt,Operational,ENGIE,,2007.0,,Renewables,Wind,,,On-shore,,,,,,,,,20.0,,,20/09/2021,,Glövzin,53.2880482,11.4891981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48
Karstädt-2,Europe,Germany,Karstädt,Operational,ENGIE,,2009.0,,Renewables,Wind,,,On-shore,,,,,,,,,2.0,,,20/09/2021,,Glövzin,53.2880482,11.4891981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48
Schönhagen II,Europe,Germany,Schönhagen II,Operational,Windpark Badeleben ApS & Co. OHG,,2005.0,,Renewables,Wind,,,On-shore,,,,,,,,,10.0,,,20/09/2021,,Schönhagen,51.3403317,10.0198463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49
Immenhausen - I,Europe,Germany,Immenhausen - I,Operational,,,1995.0,,Renewables,Wind,,,On-shore,,,,,,,,,1.8,,,20/09/2021,,Immenhausen,51.4278796,9.4801855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49
Laar,Europe,Germany,Laar,Operational,,,2000.0,,Renewables,Wind,,,On-shore,,,,,,,,,29.0,,,20/09/2021,,Laar,52.6153193,6.7358281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Rehfeld,Europe,Germany,Rehfeld,Operational,Swisspower,,,,Renewables,Wind,,,On-shore,,,,,,,,,11.0,,,20/09/2021,Sold by Acciona to Swisspower in December 2013.,Rehfeld,51.582369,13.174474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44
Uebigau I,Europe,Germany,Uebigau,Operational,Swisspower,,,,Renewables,Wind,,,On-shore,,,,,,,,,7.5,,,20/09/2021,Sold by Acciona to Swisspower in December 2013.,Uebigau,51.55,13.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39
Uebigau II,Europe,Germany,Uebigau,Operational,Swisspower,,,,Renewables,Wind,,,On-shore,,,,,,,,,16.0,,,20/09/2021,Sold by Acciona to Swisspower in December 2013.,Uebigau,51.55,13.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39
Uebigau III,Europe,Germany,Uebigau,Operational,Swisspower,,,,Renewables,Wind,,,On-shore,,,,,,,,,2.0,,,20/09/2021,Sold by Acciona to Swisspower in December 2013.,Uebigau,51.55,13.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39
Langenrieth I,Europe,Germany,Langenrieth,Operational,Swisspower,,,,Renewables,Wind,,,On-shore,,,,,,,,,14.0,,,20/09/2021,Sold by Acciona to Swisspower in December 2013.,Langenrieth,51.4740583,13.2679417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39
Langenrieth II,Europe,Germany,Langenrieth,Operational,Swisspower,,,,Renewables,Wind,,,On-shore,,,,,,,,,6.0,,,20/09/2021,Sold by Acciona to Swisspower in December 2013.,Langenrieth,51.4740583,13.2679417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39
Magdala,Europe,Germany,Magdala,Operational,,,2005.0,,Renewables,Wind,,,On-shore,,,,,,,,,10.0,,,20/09/2021,,Magdala,50.9074194,11.4454277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
Danna,Europe,Germany,Danna,Operational,Swisspower,,,,Renewables,Wind,,,On-shore,,,,,,,,,20.0,,,20/09/2021,Sold by Acciona to Swisspower in December 2013.,Danna,52.0043264,12.8595702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34
Bütow,Europe,Germany,Bütow,Operational,Enertrag,,1999.0,,Renewables,Wind,,,On-shore,,,,,,,,,13.2,,,20/09/2021,,Bütow-Zepkow,53.32,12.48,19.83112107504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
Gangelt,Europe,Germany,Gangelt,Operational,Windpark Breberen GmbH & Co. KG,,2005.0,,Renewables,Wind,,,On-shore,,,,,,,,,18.0,,,20/09/2021,,Gangelt,51.0272362,5.9898214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
Paderborn - III,Europe,Germany,Paderborn - III,Operational,,,1998.0,,Renewables,Wind,,,On-shore,,,,,,,,,11.2,,,20/09/2021,,Paderborn,51.7189205,8.7575093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46
Langensalza II,Europe,Germany,Langensalza II,Operational,Erneuerbare Energien Verwaltungs,,2012.0,,Renewables,Wind,,,On-shore,,,,,,,,,60.53,,,20/09/2021,,Bad Langensalza,51.1093159,10.6445189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
Arzberg,Europe,Germany,Arzberg,Operational,Prokon,,2004.0,,Renewables,Wind,,,On-shore,,,,,,,,,16.5,,,20/09/2021,,Arzberg,50.0577948,12.1893693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24
Paderborn - I,Europe,Germany,Paderborn - I,Operational,,,1995.0,,Renewables,Wind,,,On-shore,,,,,,,,,12.0,,,20/09/2021,,Paderborn,51.7189205,8.7575093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46
Lahstedt,Europe,Germany,Lahstedt,Operational,Windpark Lahstedt ApS & Co. OHG,,2006.0,,Renewables,Wind,,,On-shore,,,,,,,,,10.0,,,20/09/2021,,Lahstedt,52.25,10.216667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27
Freisen - III,Europe,Germany,Freisen - III,Operational,,,2000.0,,Renewables,Wind,,,On-shore,,,,,,,,,1.8,,,20/09/2021,,Brehna,51.56,12.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37
Aarbergen,Europe,Germany,Aarbergen,Operational,,,1995.0,,Renewables,Wind,,,On-shore,,,,,,,,,0.22,,,20/09/2021,,Aarbergen,50.242755,8.071772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
Ganderkesee,Europe,Germany,Ganderkesee,Operational,PWG GmbH & Co. Bürgerwindpark Grüppenbühren KG,,2000.0,,Renewables,Wind,,,On-shore,,,,,,,,,11.6,,,20/09/2021,,Ganderkesee,53.0349245,8.5426865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25
Halle,Europe,Germany,Halle,Operational,RWE,,2003.0,,Renewables,Wind,,,On-shore,,,,,,,,,19.8,,,20/09/2021,,Halle,51.513481,11.961108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37
Schwarme,Europe,Germany,Schwarme,Operational,,,2010.0,,Renewables,Wind,,,On-shore,,,,,,,,,10.0,,,20/09/2021,,Schwarme,52.8977374,9.018732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25
Lautertal,Europe,Germany,Lautertal,Operational,ENERGIE KONTOR UMWELT GMBH,,2000.0,,Renewables,Wind,,,On-shore,,,,,,,,,15.6,,,20/09/2021,,Lautertal/Dirlammen,50.583333,9.283333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31
Palling,Europe,Germany,Palling,Operational,Bürgerwindpark Palling-Baumham,,2005.0,,Renewables,Wind,,,On-shore,,,,,,,,,3.0,,,20/09/2021,,Baumham,48.0007895,12.6375447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38
Parstein,Europe,Germany,Parstein,Operational,HelveticWind Deutschland GmbH,,2004.0,,Renewables,Wind,,,On-shore,,,,,,,,,22.5,,,20/09/2021,,Parsteinsee,52.93,14.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21
Pattensen - I,Europe,Germany,Pattensen - I,Operational,,,2000.0,,Renewables,Wind,,,On-shore,,,,,,,,,3.9,,,20/09/2021,,Pattensen,53.32,10.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
Kittlitz II,Europe,Germany,Kittlitz II,Operational,Repower Deutschland GmbH,,2010.0,,Renewables,Wind,,,On-shore,,,,,,,,,16.0,,,20/09/2021,,Kittlitz,53.6639811,10.9151496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48
Etgersleben - II,Europe,Germany,Etgersleben - II,Operational,Prokon,,2009.0,,Renewables,Wind,,,On-shore,,,,,,,,,8.0,,,20/09/2021,,Etgersleben,51.940984,11.426125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28
Dammfleth - III,Europe,Germany,Dammfleth - III,Operational,Prokon,,2001.0,,Renewables,Wind,,,On-shore,,,,,,,,,6.5,,,20/09/2021,,Dammfleth,53.904843811994,9.3850708007812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33
Hakenstedt III,Europe,Germany,Hakenstedt III,Operational,Prokon,,2008.0,,Renewables,Wind,,,On-shore,,,,,,,,,10.0,,,20/09/2021,,Hakenstedt,52.1812413,11.2627381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
Könnern II,Europe,Germany,Könnern II,Operational,Prokon,,2003.0,,Renewables,Wind,,,On-shore,,,,,,,,,23.0,,,20/09/2021,,Könnern,51.6705508,11.7705662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28
Horst,Europe,Germany,Horst,Operational,Prokon,,1999.0,,Renewables,Wind,,,On-shore,,,,,,,,,10.4,,,20/09/2021,,Horst,53.8104368,9.6261327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33
Kossdorf,Europe,Germany,Kossdorf,Operational,Prokon,,2003.0,,Renewables,Wind,,,On-shore,,,,,,,,,17.0,,,20/09/2021,,Kossdorf,51.5030556,13.2276667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39
Podelzig,Europe,Germany,Podelzig,Operational,Prokon,,2002.0,,Renewables,Wind,,,On-shore,,,,,,,,,18.2,,,20/09/2021,,Seelow,52.54,14.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21
Quarnstedt-Störkathen,Europe,Germany,Quarnstedt-Störkathen,Operational,Prokon,,2011.0,,Renewables,Wind,,,On-shore,,,,,,,,,10.0,,,20/09/2021,,Störkathen,53.968406495612,9.7719955444336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33
Schakensleben,Europe,Germany,Schakensleben,Operational,Prokon,,2006.0,,Renewables,Wind,,,On-shore,,,,,,,,,8.0,,,20/09/2021,,Schakensleben,52.195942,11.418724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28
Schwabenhausen,Europe,Germany,Schwabenhausen,Operational,Prokon,,2000.0,,Renewables,Wind,,,On-shore,,,,,,,,,5.2,,,20/09/2021,,Schwabenhausen,48.3067415,11.3528267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38
Siersleben,Europe,Germany,Siersleben,Operational,Prokon,,2009.0,,Renewables,Wind,,,On-shore,,,,,,,,,6.0,,,20/09/2021,,Siersleben,51.6044021,11.5451266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28
Straach,Europe,Germany,Straach,Operational,Prokon,,2007.0,,Renewables,Wind,,,On-shore,,,,,,,,,15.0,,,20/09/2021,,Zahna-Elster,51.9542177,12.595448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34
Wittenberg - I,Europe,Germany,Wittenberg - I,Operational,Prokon,,2000.0,,Renewables,Wind,,,On-shore,,,,,,,,,2.6,,,20/09/2021,,Wittenberg,51.866852,12.633882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34
Zieko - I,Europe,Germany,Zieko - I,Operational,Prokon,,1999.0,,Renewables,Wind,,,On-shore,,,,,,,,,3.9,,,20/09/2021,,Zieko,51.9127803,12.4109935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34
Arkebek,Europe,Germany,Arkebek,Operational,,,1993.0,,Renewables,Wind,,,On-shore,,,,,,,,,0.22,,,20/09/2021,,Arkebek,54.1619135,9.250995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26
Berkau,Europe,Germany,Berkau,Operational,,,1997.0,,Renewables,Wind,,,On-shore,,,,,,,,,0.6,,,20/09/2021,,Berkau,52.6385669,11.4924923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42
Garlipp - II,Europe,Germany,Garlipp - II,Operational,,,2014.0,,Renewables,Wind,,,On-shore,,,,,,,,,13.0,,,20/09/2021,,Garlipp,52.6437575,11.6138801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42
Niederlistingen-Ersen,Europe,Germany,Niederlistingen-Ersen,Operational,ABO Wind,,1996.0,,Renewables,Wind,,,On-shore,,,,,,,,,1.8,,,20/09/2021,,Niederlistingen-Ersen,51.458713326617,9.243278503418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46
Vadenrod,Europe,Germany,Vadenrod,Operational,ABO Wind,,1997.0,,Renewables,Wind,,,On-shore,,,,,,,,,4.5,,,20/09/2021,,Vadenrod,50.665282,9.273144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31
Nordschwarzwald,Europe,Germany,Nordschwarzwald,Operational,Altus,,,,Renewables,Wind,,,On-shore,,,,,,,,,28.0,,,20/09/2021,,Nordschwarzwald,48.0062586,8.0926122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23
Gebhardshain,Europe,Germany,Gebhardshain,Operational,Altus,,2010.0,,Renewables,Wind,,,On-shore,,,,,,,,,16.0,,,20/09/2021,,Gebhardshain,50.7458825,7.8200279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
Alpenrod - I,Europe,Germany,Alpenrod - I,Operational,Altus,,2010.0,,Renewables,Wind,,,On-shore,,,,,,,,,10.0,,,20/09/2021,,Alpenrod,50.6313057,7.8700607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
Breberen,Europe,Germany,Breberen,Operational,BMR,,,,Renewables,Wind,,,On-shore,,,,,,,,,18.0,,,20/09/2021,,Gangelt,51.0272362,5.9898214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
Pulheim,Europe,Germany,Pulheim,Operational,BMR,,,,Renewables,Wind,,,On-shore,,,,,,,,,4.5,,,20/09/2021,,Pulheim,50.9988374,6.7981391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
Bocket,Europe,Germany,Bocket,Operational,BMR,,,,Renewables,Wind,,,On-shore,,,,,,,,,9.0,,,20/09/2021,,Waldfeucht,51.0659465,5.9882651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
Jülich - I,Europe,Germany,Jülich - I,Operational,MVV Energie AG,,2005.0,,Renewables,Wind,,,On-shore,,,,,,,,,10.5,,,20/09/2021,,Jülich,50.9224226,6.3639119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
Obspringen,Europe,Germany,Obspringen,Operational,BMR,,,,Renewables,Wind,,,On-shore,,,,,,,,,18.0,,,20/09/2021,,Waldfeucht,51.0659465,5.9882651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
Brebern Nord,Europe,Germany,Brebern Nord,Operational,BMR,,,,Renewables,Wind,,,On-shore,,,,,,,,,3.6,,,20/09/2021,,Gangelt,51.0272362,5.9898214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
Bergheim - I,Europe,Germany,Bergheim - I,Operational,BMR,,2003.0,,Renewables,Wind,,,On-shore,,,,,,,,,7.5,,,20/09/2021,,Bergheim,50.955052,6.639992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
Top Speed Waldfeucht,Europe,Germany,Top Speed Waldfeucht,Operational,BMR,,,,Renewables,Wind,,,On-shore,,,,,,,,,0.6,,,20/09/2021,,Waldfeucht,51.0659465,5.9882651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
Düren,Europe,Germany,Düren,Operational,BMR,,2002.0,,Renewables,Wind,,,On-shore,,,,,,,,,9.0,,,20/09/2021,,Düren,50.8029513,6.481105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
Wegberg,Europe,Germany,Wegberg,Operational,BMR,,2002.0,,Renewables,Wind,,,On-shore,,,,,,,,,4.5,,,20/09/2021,,Wegberg,51.143042,6.278775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
Aldenhoven,Europe,Germany,Aldenhoven,Operational,BMR,,2003.0,,Renewables,Wind,,,On-shore,,,,,,,,,4.5,,,20/09/2021,,Aldenhoven,50.895861,6.282096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
Marienrachdorf,Europe,Germany,Marienrachdorf,Operational,BMR,,,,Renewables,Wind,,,On-shore,,,,,,,,,3.0,,,20/09/2021,,Marienrachdorf,50.5507848,7.7141585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
Selfkant,Europe,Germany,Selfkant,Operational,BMR,,,,Renewables,Wind,,,On-shore,,,,,,,,,4.25,,,20/09/2021,,Selfkant,51.0225647,5.9254656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
Herzogenrath,Europe,Germany,Herzogenrath,Operational,BMR,,,,Renewables,Wind,,,On-shore,,,,,,,,,1.5,,,20/09/2021,,Herzogenrath,50.8649918,6.091241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
Lonsee,Europe,Germany,Lonsee,Operational,MFG,,2001.0,,Renewables,Wind,,,On-shore,,,,,,,,,2.64,,,20/09/2021,,Ettlenschiess,48.545728,9.918574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
Kladrum,Europe,Germany,Kladrum,Operational,Breeze Four Energy / Itec International,,1998.0,,Renewables,Wind,,,On-shore,,,,,,,,,13.8,,,20/09/2021,,Zölkow / OT Kladrum,53.5591752,11.7958406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
Bergholz,Europe,Germany,Bergholz,Operational,Breeze Four Energy / Itec International,,1999.0,,Renewables,Wind,,,On-shore,,,,,,,,,12.0,,,20/09/2021,,Bergholz,53.4427081,14.1686207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19
Tarnow,Europe,Germany,Tarnow,Operational,Breeze Four Energy / Itec International,,2000.0,,Renewables,Wind,,,On-shore,,,,,,,,,13.5,,,20/09/2021,,Tarnow,53.7781733,12.018369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
Iven,Europe,Germany,Iven,Operational,,,2008.0,,Renewables,Wind,,,On-shore,,,,,,,,,25.0,,,20/09/2021,,Iven,53.7965495,13.4291726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12
Puschwitz,Europe,Germany,Puschwitz,Operational,SCE Wind Puschwitz GmbH & Co. KG,,2001.0,,Renewables,Wind,,,On-shore,,,,,,,,,20.0,,,20/09/2021,,Puschwitz,51.2545965,14.3023422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
Heinersdorf,Europe,Germany,Heinersdorf,Operational,Breeze Four Energy / Itec International,,2001.0,,Renewables,Wind,,,On-shore,,,,,,,,,13.5,,,20/09/2021,,Heinersdorf,52.451715,14.218231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21
Heynitz,Europe,Germany,Heynitz,Operational,Breeze Four Energy / Itec International,,2002.0,,Renewables,Wind,,,On-shore,,,,,,,,,20.3,,,20/09/2021,,Heynitz,51.0911123,13.3813585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39
Christinendorf,Europe,Germany,Christinendorf,Operational,Breeze Four Energy / Itec International,,2009.0,,Renewables,Wind,,,On-shore,,,,,,,,,14.0,,,20/09/2021,,Christinendorf,52.2180003,13.2249752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44
Beeskow-Neuendorf,Europe,Germany,Beeskow-Neuendorf,Operational,Breeze Four Energy / Itec International,,2002.0,,Renewables,Wind,,,On-shore,,,,,,,,,30.0,,,20/09/2021,,Beeskow-Neuendorf,52.1898497,14.2361469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47
Mahlwinkel Nord,Europe,Germany,Mahlwinkel Nord,Operational,"Breeze Four Energy GmbH & Co. KG /
Itec International",,2008.0,,Renewables,Wind,,,On-shore,,,,,,,,,32.0,,,20/09/2021,,Mahlwinkel Nord,51.9502649,11.6922735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28
Hufenfeld,Europe,Germany,Hufenfeld,Operational,,,2003.0,,Renewables,Wind,,,On-shore,,,,,,,,,18.0,,,20/09/2021,,Hufenfeld,52.203504,14.243906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47
Sallgast,Europe,Germany,Sallgast,Operational,ERG Renew,,2003.0,,Renewables,Wind,,,On-shore,,,,,,,,,26.0,,,20/09/2021,,Sallgast,51.5880069,13.8467576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
Redekin,Europe,Germany,Redekin,Operational,Windpark Redekin / Itec International,,2009.0,,Renewables,Wind,,,On-shore,,,,,,,,,22.0,,,20/09/2021,,Redekin,52.4674165,12.0743472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42
Ketzin II,Europe,Germany,Ketzin II,Operational,,,2009.0,,Renewables,Wind,,,On-shore,,,,,,,,,12.0,,,20/09/2021,,Ketzin,52.4736094,12.850554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17
Büren - IV,Europe,Germany,Büren - IV,Operational,,,2009.0,,Renewables,Wind,,,On-shore,,,,,,,,,20.0,,,20/09/2021,,Kreis Paderborn,51.5528758,8.5598995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46
Wüllersleben,Europe,Germany,Wüllersleben,Operational,,,2006.0,,Renewables,Wind,,,On-shore,,,,,,,,,5.6,,,20/09/2021,,Ilm-Kreis,54.165851,8.997974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26
Extertal - IV,Europe,Germany,Extertal - IV,Operational,,,2006.0,,Renewables,Wind,,,On-shore,,,,,,,,,2.0,,,20/09/2021,,Lippe,52.065003,9.124622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
